DataAut,Numero Autorizzazione,Soggetto,Piva,Via Autorizzazione,Civico Autorizzazione,Oggetto,Dettaglio Oggetto,Area,Durata,Data Inizio,Data Fine
26/07/16,332907/2016,CONDOMINIO DI PIAZZA APPIO CLAUDIO 8 ,80253620159,Via TARAMELLI TORQUATO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,43,70,27/06/16,04/09/16
26/07/16,332907/2016,CONDOMINIO DI PIAZZA APPIO CLAUDIO 8 ,80253620159,Viale SAURO NAZARIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",19.6,70,27/06/16,04/09/16
26/07/16,332907/2016,CONDOMINIO DI PIAZZA APPIO CLAUDIO 8 ,80253620159,Viale SAURO NAZARIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,14,70,27/06/16,04/09/16
26/07/16,332907/2016,CONDOMINIO DI PIAZZA APPIO CLAUDIO 8 ,80253620159,Viale SAURO NAZARIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,14,70,27/06/16,04/09/16
26/07/16,60620/2016,"CONDOMINIO DI P.LE BRESCIA,14 ",80204720157,Piazzale BRESCIA,14,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio a mt 1,00 da stabile",19.8,60,08/09/16,06/11/16
26/07/16,60620/2016,"CONDOMINIO DI P.LE BRESCIA,14 ",80204720157,Piazzale BRESCIA,14,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,4.29,60,08/09/16,06/11/16
26/07/16,60620/2016,"CONDOMINIO DI P.LE BRESCIA,14 ",80204720157,Piazzale BRESCIA,14,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,5.76,60,08/09/16,06/11/16
27/07/16,218018/2016,CONDOMINIO VIA OSOPPO 7 ,80295680153,Via OSOPPO,7,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",66.12,120,28/11/16,27/03/17
27/07/16,218018/2016,CONDOMINIO VIA OSOPPO 7 ,80295680153,Via OSOPPO,7,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,10.08,120,28/11/16,27/03/17
27/07/16,218018/2016,CONDOMINIO VIA OSOPPO 7 ,80295680153,Via OSOPPO,7,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,24,120,28/11/16,27/03/17
27/07/16,335504/2016,IMPRESA GARIBALDI ,4152670727,Via RASTRELLI,0,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata,15.2,394,01/08/16,29/08/17
27/07/16,335504/2016,IMPRESA GARIBALDI ,4152670727,Via PAOLO DA CANNOBIO,0,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Ponteggio,33.74,394,01/08/16,29/08/17
27/07/16,335504/2016,IMPRESA GARIBALDI ,4152670727,Via PAOLO DA CANNOBIO,0,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,4.69,394,01/08/16,29/08/17
27/07/16,47397/2016,CONDOMINIO VIA DONATELLO 11 ,80175580150,Via GAROFALO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",42.64,93,05/09/16,06/12/16
27/07/16,47397/2016,CONDOMINIO VIA DONATELLO 11 ,80175580150,Via GAROFALO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,10.8,93,05/09/16,06/12/16
27/07/16,47397/2016,CONDOMINIO VIA DONATELLO 11 ,80175580150,Via DONATELLO,11,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",44.85,93,05/09/16,06/12/16
27/07/16,47397/2016,CONDOMINIO VIA DONATELLO 11 ,80175580150,Via DONATELLO,11,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,11.52,93,05/09/16,06/12/16
27/07/16,47397/2016,CONDOMINIO VIA DONATELLO 11 ,80175580150,Via DONATELLO,11,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,7.68,93,05/09/16,06/12/16
27/07/16,47397/2016,CONDOMINIO VIA DONATELLO 11 ,80175580150,Via DONATELLO,11,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,17.4,93,05/09/16,06/12/16
28/07/16,155409/2016,CONDOMINIO VIA NERINO 8 ,95558680153,Via BAGNERA,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,7.54,120,29/08/16,26/12/16
28/07/16,155409/2016,CONDOMINIO VIA NERINO 8 ,95558680153,Via NERINO,8,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,7.67,120,29/08/16,26/12/16
28/07/16,155409/2016,CONDOMINIO VIA NERINO 8 ,95558680153,Via NERINO,8,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,42.185,120,29/08/16,26/12/16
28/07/16,155409/2016,CONDOMINIO VIA NERINO 8 ,95558680153,Via NERINO,8,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,1.69,120,29/08/16,26/12/16
28/07/16,155409/2016,CONDOMINIO VIA NERINO 8 ,95558680153,Via NERINO,8,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,2.4,120,29/08/16,26/12/16
28/07/16,276563/2016,CONDOMINIO VIA MAZZINI 6 ,95670740158,Via TORINO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,2.4,105,22/09/16,04/01/17
28/07/16,276563/2016,CONDOMINIO VIA MAZZINI 6 ,95670740158,Via TORINO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,9.6,105,22/09/16,04/01/17
28/07/16,358384/2016,SOCIETA' TRADING IMMOBILIARE STI SPA ,5503700964,Via DE AMICIS EDMONDO,31,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,18.17,35,12/08/16,15/09/16
28/07/16,358384/2016,SOCIETA' TRADING IMMOBILIARE STI SPA ,5503700964,Via DE AMICIS EDMONDO,31,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,1.425,35,12/08/16,15/09/16
28/07/16,358384/2016,SOCIETA' TRADING IMMOBILIARE STI SPA ,5503700964,Via DE AMICIS EDMONDO,31,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,29.072,35,12/08/16,15/09/16
01/08/16,249422/2016,SAN BERNARDINO SRL ,3382540155,Largo AUGUSTO,10,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,12,20,05/08/16,24/08/16
01/08/16,304563/2016,CONDOMINIO VIA ADAMI GIUSEPPE 7 ,95628280158,Viale FAMAGOSTA,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,15.12,60,08/09/16,06/11/16
01/08/16,304563/2016,CONDOMINIO VIA ADAMI GIUSEPPE 7 ,95628280158,Viale FAMAGOSTA,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,2.52,60,08/09/16,06/11/16
01/08/16,349778/2016,ALER MILANO ,1349670156,Via POLESINE,0,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,37.99,179,06/07/16,31/12/16
01/08/16,349778/2016,ALER MILANO ,1349670156,Via MINCIO,0,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,108.79,179,06/07/16,31/12/16
01/08/16,349778/2016,ALER MILANO ,1349670156,Piazzale FERRARA,0,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,27.69,179,06/07/16,31/12/16
01/08/16,362366/2016,SERENISSIMA SRL - AMM.RE MICHELE WALLNER ,5192700960,Via PAULLO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,25,30,07/07/16,05/08/16
03/08/16,290972/2016,E.C.C.E. S.P.A. -  HOTEL MICHELANGELO  ,889320156,Piazza LUIGI DI SAVOIA,6,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Ponteggio,46,365,04/07/16,03/07/17
03/08/16,299309/2016,CONDOMINIO VIA LOMBARDINI ELIA 3 ,80204760153,Via LOMBARDINI ELIA,3,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,28.74,30,19/09/16,18/10/16
03/08/16,302588/2016,CONDOMINIO VIA IMOLA 15 ,80323230153,Via IMOLA,15,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",33,60,28/09/16,26/11/16
03/08/16,302588/2016,CONDOMINIO VIA IMOLA 15 ,80323230153,Via SUBIACO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",33,60,28/09/16,26/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via MONTECATINI,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",14.04,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via MONTECATINI,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,3.84,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via MONTECATINI,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,6.72,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via MONTECATINI,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,1.21,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via MONTECATINI,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,2.52,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via MONTECATINI,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,3.92,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via MONTECATINI,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,7.37,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via MONTECATINI,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,0.55,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via COLA DI RIENZO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,27.95,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via COLA DI RIENZO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,12.21,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via COLA DI RIENZO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",11.88,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via COLA DI RIENZO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,15.36,70,19/09/16,27/11/16
03/08/16,305464/2016,"CONDOMINIO DI VIA MONTECATINI,2  ",97006730150,Via COLA DI RIENZO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,11,70,19/09/16,27/11/16
03/08/16,664276/2015,CONDOMINIO VIA MOSCATI PIETRO 9 ,80267160150,Via MOSCATI PIETRO,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,0.48,90,11/10/16,08/01/17
04/08/16,168450/2016,CONDOMINIO PIAZZA PRINCIPESSA CLOTILDE 2 ,80258140153,Piazzale PRINCIPESSA CLOTILDE,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,24.75,216,12/09/16,15/04/17
04/08/16,168450/2016,CONDOMINIO PIAZZA PRINCIPESSA CLOTILDE 2 ,80258140153,Piazzale PRINCIPESSA CLOTILDE,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,1.54,216,12/09/16,15/04/17
04/08/16,168450/2016,CONDOMINIO PIAZZA PRINCIPESSA CLOTILDE 2 ,80258140153,Piazzale PRINCIPESSA CLOTILDE,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,3.2,216,12/09/16,15/04/17
04/08/16,168450/2016,CONDOMINIO PIAZZA PRINCIPESSA CLOTILDE 2 ,80258140153,Piazzale PRINCIPESSA CLOTILDE,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,10,216,12/09/16,15/04/17
04/08/16,168450/2016,CONDOMINIO PIAZZA PRINCIPESSA CLOTILDE 2 ,80258140153,Piazzale PRINCIPESSA CLOTILDE,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,8.8,216,12/09/16,15/04/17
04/08/16,168450/2016,CONDOMINIO PIAZZA PRINCIPESSA CLOTILDE 2 ,80258140153,Piazzale PRINCIPESSA CLOTILDE,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,2.95,216,12/09/16,15/04/17
04/08/16,168450/2016,CONDOMINIO PIAZZA PRINCIPESSA CLOTILDE 2 ,80258140153,Piazzale PRINCIPESSA CLOTILDE,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,3.54,216,12/09/16,15/04/17
04/08/16,168450/2016,CONDOMINIO PIAZZA PRINCIPESSA CLOTILDE 2 ,80258140153,Piazzale PRINCIPESSA CLOTILDE,2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,3.8,216,12/09/16,15/04/17
04/08/16,218176/2016,IMMOBILIARE MAIGA SPA ,6588560158,Via MERAVIGLI,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,3.15,175,19/09/16,12/03/17
04/08/16,218176/2016,IMMOBILIARE MAIGA SPA ,6588560158,Via MERAVIGLI,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,11.4,175,19/09/16,12/03/17
04/08/16,218176/2016,IMMOBILIARE MAIGA SPA ,6588560158,Via DANTE ALIGHIERI,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,12.42,175,19/09/16,12/03/17
04/08/16,218176/2016,IMMOBILIARE MAIGA SPA ,6588560158,Via DANTE ALIGHIERI,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,15.26,175,19/09/16,12/03/17
04/08/16,218176/2016,IMMOBILIARE MAIGA SPA ,6588560158,Via SANTA MARIA SEGRETA,6,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,3.36,175,19/09/16,12/03/17
04/08/16,218176/2016,IMMOBILIARE MAIGA SPA ,6588560158,Via SANTA MARIA SEGRETA,6,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Castello di tiro,2.34,175,19/09/16,12/03/17
04/08/16,218176/2016,IMMOBILIARE MAIGA SPA ,6588560158,Via SANTA MARIA SEGRETA,6,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,7.2,175,19/09/16,12/03/17
04/08/16,228068/2016,CONDOMINIO CORSO LODI 38 ,95638390153,Corso LODI,38,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,15.6,60,22/08/16,20/10/16
04/08/16,242969/2016,CALEAN SRL ,5970300967,Via FRASSINETTI ROMEO,0,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,54,222,24/05/16,31/12/16
04/08/16,242969/2016,CALEAN SRL ,5970300967,Via FRASSINETTI ROMEO,0,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,82.5,222,24/05/16,31/12/16
04/08/16,242969/2016,CALEAN SRL ,5970300967,Via FRASSINETTI ROMEO,0,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata con gru,82.5,222,24/05/16,31/12/16
04/08/16,242969/2016,CALEAN SRL ,5970300967,Via FRASSINETTI ROMEO,0,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata con gru,6,222,24/05/16,31/12/16
04/08/16,313129/2016,CONDOMINIO VIALE TUNISIA 46 ,80315900151,Viale TUNISIA,46,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,25.2,91,10/10/16,08/01/17
04/08/16,313129/2016,CONDOMINIO VIALE TUNISIA 46 ,80315900151,Viale TUNISIA,46,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,7.54,91,10/10/16,08/01/17
04/08/16,313129/2016,CONDOMINIO VIALE TUNISIA 46 ,80315900151,Viale TUNISIA,46,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,4.93,91,10/10/16,08/01/17
04/08/16,327560/2016,"CONDOMINIO DI P.LE ARCHINTO ,9/BIS  ",95681540159,Piazzale ARCHINTO CARLO,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,17.68,40,16/09/16,25/10/16
04/08/16,391269/2016,KRYALOS SGR S.P.A. ,5083780964,Via PELLICO SILVIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,31.35,233,30/08/16,19/04/17
04/08/16,391269/2016,KRYALOS SGR S.P.A. ,5083780964,Via PELLICO SILVIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",16.185,233,30/08/16,19/04/17
04/08/16,391269/2016,KRYALOS SGR S.P.A. ,5083780964,Via PELLICO SILVIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,22.5,233,30/08/16,19/04/17
04/08/16,391269/2016,KRYALOS SGR S.P.A. ,5083780964,Via SANTA MARGHERITA,12,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",49.5,233,30/08/16,19/04/17
09/08/16,235233/2016,CONDOMINIO PIAZZA VENTICINQUE APRILE 9 ,95516940152,Corso COMO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,18.9,145,17/08/16,08/01/17
09/08/16,235233/2016,CONDOMINIO PIAZZA VENTICINQUE APRILE 9 ,95516940152,Corso COMO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,22.24,145,17/08/16,08/01/17
09/08/16,235233/2016,CONDOMINIO PIAZZA VENTICINQUE APRILE 9 ,95516940152,Piazza VENTICINQUE APRILE,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,24.15,145,17/08/16,08/01/17
09/08/16,235233/2016,CONDOMINIO PIAZZA VENTICINQUE APRILE 9 ,95516940152,Piazza VENTICINQUE APRILE,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,28.08,145,17/08/16,08/01/17
24/08/16,327115/2016,CONDOMINIO DI VIA BRERA 29 ,97551160159,Via BRERA,29,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,27.95,118,20/08/16,15/12/16
24/08/16,327115/2016,CONDOMINIO DI VIA BRERA 29 ,97551160159,Via PONTACCIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,2.84,118,20/08/16,15/12/16
24/08/16,327115/2016,CONDOMINIO DI VIA BRERA 29 ,97551160159,Via PONTACCIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,16.94,118,20/08/16,15/12/16
24/08/16,373462/2016,VIA VIGNA S.A.S DI IMMOBILIARE DEL LIMONE S.R.L ,8845980963,Via VIGNA,6,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,7.6,77,07/08/16,22/10/16
24/08/16,373462/2016,VIA VIGNA S.A.S DI IMMOBILIARE DEL LIMONE S.R.L ,8845980963,Via VIGNA,6,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,41.8,77,07/08/16,22/10/16
24/08/16,373462/2016,VIA VIGNA S.A.S DI IMMOBILIARE DEL LIMONE S.R.L ,8845980963,Via VIGNA,6,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,1.43,77,07/08/16,22/10/16
24/08/16,373462/2016,VIA VIGNA S.A.S DI IMMOBILIARE DEL LIMONE S.R.L ,8845980963,Via LUINI BERNARDINO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",14.43,77,07/08/16,22/10/16
24/08/16,373462/2016,VIA VIGNA S.A.S DI IMMOBILIARE DEL LIMONE S.R.L ,8845980963,Via LUINI BERNARDINO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,0.36,77,07/08/16,22/10/16
24/08/16,373462/2016,VIA VIGNA S.A.S DI IMMOBILIARE DEL LIMONE S.R.L ,8845980963,Via LUINI BERNARDINO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,1.98,77,07/08/16,22/10/16
24/08/16,373462/2016,VIA VIGNA S.A.S DI IMMOBILIARE DEL LIMONE S.R.L ,8845980963,Via LUINI BERNARDINO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,8,77,07/08/16,22/10/16
29/08/16,240888/2016,CONDOMINIO CORSO DI PORTA ROMANA 118 ,80321980155,Corso DI PORTA ROMANA,118,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,11.9,60,08/09/16,06/11/16
29/08/16,240888/2016,CONDOMINIO CORSO DI PORTA ROMANA 118 ,80321980155,Corso DI PORTA ROMANA,118,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,6.8,60,08/09/16,06/11/16
29/08/16,240888/2016,CONDOMINIO CORSO DI PORTA ROMANA 118 ,80321980155,Corso DI PORTA ROMANA,118,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",2.86,60,08/09/16,06/11/16
29/08/16,323963/2016,CONDOMINIO VIALE ARGONNE 38 ,95519900153,Largo PORTO DI CLASSE,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,12,90,03/10/16,31/12/16
29/08/16,323963/2016,CONDOMINIO VIALE ARGONNE 38 ,95519900153,Largo PORTO DI CLASSE,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,17.28,90,03/10/16,31/12/16
29/08/16,323963/2016,CONDOMINIO VIALE ARGONNE 38 ,95519900153,Viale ARGONNE,38,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",9,90,03/10/16,31/12/16
29/08/16,323963/2016,CONDOMINIO VIALE ARGONNE 38 ,95519900153,Viale ARGONNE,38,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",2.387,90,03/10/16,31/12/16
29/08/16,323963/2016,CONDOMINIO VIALE ARGONNE 38 ,95519900153,Viale ARGONNE,38,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,15.12,90,03/10/16,31/12/16
29/08/16,323963/2016,CONDOMINIO VIALE ARGONNE 38 ,95519900153,Viale ARGONNE,38,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,26.25,90,03/10/16,31/12/16
29/08/16,330396/2016,SACPI IMM SAS ,1723970156,Via PITTERI RICCARDO,85,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,22.77,90,21/11/16,18/02/17
29/08/16,343804/2016,CONDOMINIO VIA ASIAGO 116 ,97751530151,Via ASIAGO,116,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,22.4,75,07/09/16,20/11/16
29/08/16,343804/2016,CONDOMINIO VIA ASIAGO 116 ,97751530151,Via ASIAGO,116,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,1.68,75,07/09/16,20/11/16
29/08/16,343804/2016,CONDOMINIO VIA ASIAGO 116 ,97751530151,Via PONTE NUOVO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,54.6,75,07/09/16,20/11/16
30/08/16,332551/2016,TA.RO. S.P.A. ,8921360155,Ripa DI PTA TICINESE,99,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt 1,20",64.552,60,27/09/16,25/11/16
30/08/16,332551/2016,TA.RO. S.P.A. ,8921360155,Ripa DI PTA TICINESE,99,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,4.5,60,27/09/16,25/11/16
30/08/16,357552/2016,CONDOMINIO VIALE BACCHIGLIONE 12/14 ,80138880150,Viale BACCHIGLIONE,12,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,46.8,58,05/07/16,31/08/16
30/08/16,357552/2016,CONDOMINIO VIALE BACCHIGLIONE 12/14 ,80138880150,Viale BACCHIGLIONE,12,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,19.8,58,05/07/16,31/08/16
30/08/16,357552/2016,CONDOMINIO VIALE BACCHIGLIONE 12/14 ,80138880150,Viale BACCHIGLIONE,12,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,12,58,05/07/16,31/08/16
30/08/16,360594/2016,CONDOMINIO VIA SOTTOCORNO 5 ,95556690154,Via SOTTOCORNO PASQUALE,5,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",44.55,56,06/07/16,30/08/16
31/08/16,113390/2016,PIO ISTITUTO PEI FIGLI DELLA PROVVIDENZA ,3183870157,Corso SAN GOTTARDO,39,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,35,30,17/10/16,15/11/16
31/08/16,152227/2016,CIESSECI SRL ,5748920963,Via MONTE ROTONDO,15,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",23.92,365,26/09/16,25/09/17
31/08/16,152227/2016,CIESSECI SRL ,5748920963,Via MONTE ROTONDO,15,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata,46.035,365,26/09/16,25/09/17
31/08/16,227057/2016,CONDOMINIO VIA GUERRAZZI 4 ,95694670159,Via GUERRAZZI FRANCESCO DOMENICO,4,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,17.27,60,13/09/16,11/11/16
31/08/16,227057/2016,CONDOMINIO VIA GUERRAZZI 4 ,95694670159,Via GUERRAZZI FRANCESCO DOMENICO,4,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",11.7,60,13/09/16,11/11/16
31/08/16,228099/2016,CONDOMINIO VIA AGNESI 10 ,80198780159,Via SAN ROCCO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",13.65,60,08/09/16,06/11/16
