DataAut,Numero Autorizzazione,Soggetto,Piva,Via Autorizzazione,Civico Autorizzazione,Oggetto,Dettaglio Oggetto,Area,Durata,Data Inizio,Data Fine
08/09/16,305509/2016,ROMANA QUARANTASEI SPA ,3294630151,Corso DI PORTA ROMANA,46,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",49.4,75,02/11/16,15/01/17
13/09/16,391227/2016,UNIPOLSAI ASSICURAZIONI SPA ,818570012,Corso DI PORTA ROMANA,19,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,45.5,130,14/08/16,21/12/16
13/09/16,403420/2016,CONDOMINIO VIALE GIOVANNI DA CERMENATE 76 ,80153380151,Viale GIOVANNI DA CERMENATE,76,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,29.7,120,19/09/16,16/01/17
14/09/16,278207/2016,TEIDE SRL ,10795400158,Corso DI PORTA ROMANA,100,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,13.44,150,20/10/16,18/03/17
14/09/16,278207/2016,TEIDE SRL ,10795400158,Corso DI PORTA ROMANA,100,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,21.45,150,20/10/16,18/03/17
14/09/16,278207/2016,TEIDE SRL ,10795400158,Corso DI PORTA ROMANA,100,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,2.4,150,20/10/16,18/03/17
14/09/16,278207/2016,TEIDE SRL ,10795400158,Corso DI PORTA ROMANA,100,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,1.175,150,20/10/16,18/03/17
15/09/16,454750/2016,AGENZIA INTERREGIONALE PER IL FIUME PO ,2297750347,Via MONLUE',0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,"8,294.00",60,09/09/16,07/11/16
19/09/16,207228/2016,EURODOMUS COSTRUZIONI CO SRL ,6414230968,Piazzale GAMBARA VERONICA,7,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata,30,520,17/10/16,20/03/18
19/09/16,211307/2016,FONDO PENSIONI PER IL PERSONALE CARIPLO ,805900156,Via BRERA,10,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,27.95,60,30/09/16,28/11/16
19/09/16,211307/2016,FONDO PENSIONI PER IL PERSONALE CARIPLO ,805900156,Via BRERA,10,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,2.75,60,30/09/16,28/11/16
19/09/16,258539/2016,MAUBRI SRL ,10618460157,Bastioni DI PORTA VENEZIA,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,16.38,225,10/10/16,22/05/17
19/09/16,258539/2016,MAUBRI SRL ,10618460157,Bastioni DI PORTA VENEZIA,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,2.44,225,10/10/16,22/05/17
19/09/16,258539/2016,MAUBRI SRL ,10618460157,Bastioni DI PORTA VENEZIA,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,1.496,225,10/10/16,22/05/17
19/09/16,258539/2016,MAUBRI SRL ,10618460157,Bastioni DI PORTA VENEZIA,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,1.85,225,10/10/16,22/05/17
19/09/16,258539/2016,MAUBRI SRL ,10618460157,Bastioni DI PORTA VENEZIA,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,4.55,225,10/10/16,22/05/17
19/09/16,258539/2016,MAUBRI SRL ,10618460157,Bastioni DI PORTA VENEZIA,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,2.96,225,10/10/16,22/05/17
19/09/16,258539/2016,MAUBRI SRL ,10618460157,Bastioni DI PORTA VENEZIA,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,1.98,225,10/10/16,22/05/17
19/09/16,258539/2016,MAUBRI SRL ,10618460157,Bastioni DI PORTA VENEZIA,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,14.5,225,10/10/16,22/05/17
19/09/16,282360/2016,BUILDING SRL  ,2007970391,Via COL MOSCHIN,8,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",46.2,330,12/10/16,06/09/17
19/09/16,307541/2016,CONDOMINIO VIA RONCHI 2 ,80190560153,Piazza MONTE TITANO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",117.6,76,23/09/16,07/12/16
19/09/16,307541/2016,CONDOMINIO VIA RONCHI 2 ,80190560153,Piazza MONTE TITANO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,10.36,76,23/09/16,07/12/16
19/09/16,307541/2016,CONDOMINIO VIA RONCHI 2 ,80190560153,Piazza MONTE TITANO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,14.04,76,23/09/16,07/12/16
19/09/16,307541/2016,CONDOMINIO VIA RONCHI 2 ,80190560153,Piazza MONTE TITANO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,2.7,76,23/09/16,07/12/16
19/09/16,307541/2016,CONDOMINIO VIA RONCHI 2 ,80190560153,Via BELLINCIONE BERNARDINO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,7.02,76,23/09/16,07/12/16
19/09/16,307541/2016,CONDOMINIO VIA RONCHI 2 ,80190560153,Via BELLINCIONE BERNARDINO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,10.08,76,23/09/16,07/12/16
19/09/16,333760/2016,CONDOMINIO VIA SALDINI CESARE 22 ,95516970159,Via SALDINI CESARE,22,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,24.05,90,28/09/16,26/12/16
19/09/16,333760/2016,CONDOMINIO VIA SALDINI CESARE 22 ,95516970159,Via SALDINI CESARE,22,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",11.88,90,28/09/16,26/12/16
19/09/16,333760/2016,CONDOMINIO VIA SALDINI CESARE 22 ,95516970159,Via SALDINI CESARE,22,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,15.5,90,28/09/16,26/12/16
19/09/16,349923/2016,CONDOMINIO VIA TURRONI 10 ,97430590154,Via TURRONI GEROLAMO,10,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,7.02,70,29/09/16,07/12/16
19/09/16,349923/2016,CONDOMINIO VIA TURRONI 10 ,97430590154,Via TURRONI GEROLAMO,10,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,1.3,70,29/09/16,07/12/16
19/09/16,349923/2016,CONDOMINIO VIA TURRONI 10 ,97430590154,Via TURRONI GEROLAMO,10,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio a mt 1,00 da stabile",1.98,70,29/09/16,07/12/16
19/09/16,360342/2016,CONDOMINIO VIA POMPONAZZI 19/21 ,80258560152,Via POMPONAZZI PIETRO,19,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,37.804,60,17/11/16,15/01/17
19/09/16,360342/2016,CONDOMINIO VIA POMPONAZZI 19/21 ,80258560152,Via POMPONAZZI PIETRO,19,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,18.956,60,17/11/16,15/01/17
19/09/16,363136/2016,"CONDOMINIO VIA FIAMMA, 27 ",80161120151,Via FIAMMA GALVANO,27,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",34.44,90,19/10/16,16/01/17
19/09/16,363136/2016,"CONDOMINIO VIA FIAMMA, 27 ",80161120151,Via FIAMMA GALVANO,27,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",10.57,90,19/10/16,16/01/17
19/09/16,363136/2016,"CONDOMINIO VIA FIAMMA, 27 ",80161120151,Via FIAMMA GALVANO,27,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,7.92,90,19/10/16,16/01/17
19/09/16,363136/2016,"CONDOMINIO VIA FIAMMA, 27 ",80161120151,Via FIAMMA GALVANO,27,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,28.7,90,19/10/16,16/01/17
19/09/16,363136/2016,"CONDOMINIO VIA FIAMMA, 27 ",80161120151,Via SOTTOCORNO PASQUALE,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",25.27,90,19/10/16,16/01/17
19/09/16,363136/2016,"CONDOMINIO VIA FIAMMA, 27 ",80161120151,Via SOTTOCORNO PASQUALE,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,3.96,90,19/10/16,16/01/17
19/09/16,371033/2016,CONDOMINIO DI VIA MEDEGHINO 3 ,80257860157,Via MEDEGHINO,3,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",22.635,90,10/10/16,07/01/17
19/09/16,371033/2016,CONDOMINIO DI VIA MEDEGHINO 3 ,80257860157,Via MEDEGHINO,3,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,5.659,90,10/10/16,07/01/17
19/09/16,371033/2016,CONDOMINIO DI VIA MEDEGHINO 3 ,80257860157,Via MEDEGHINO,3,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,1.56,90,10/10/16,07/01/17
19/09/16,376208/2016,CONDOMINIO VIA MODENA 29 ,95594590150,Via MODENA GUSTAVO,29,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",23.4,60,19/10/16,17/12/16
19/09/16,376208/2016,CONDOMINIO VIA MODENA 29 ,95594590150,Via MODENA GUSTAVO,29,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,1.35,60,19/10/16,17/12/16
19/09/16,376208/2016,CONDOMINIO VIA MODENA 29 ,95594590150,Via MODENA GUSTAVO,29,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,12,60,19/10/16,17/12/16
19/09/16,388114/2016,CONDOMINIO DI VIA PERUGINO 4 ,80172880157,Via PERUGINO,4,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",19.6,45,,
19/09/16,388114/2016,CONDOMINIO DI VIA PERUGINO 4 ,80172880157,Via PERUGINO,4,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,6.8,45,,
19/09/16,390599/2016,VIA POMA SRL ,3337500965,Via POMA CARLO,47,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,280,53,09/08/16,30/09/16
19/09/16,396369/2016,CONDOMINIO VIA CARDUCCI GIOSUE'  8 ,80272300155,Via CARDUCCI GIOSUE',8,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,20.4,44,22/11/16,04/01/17
19/09/16,396369/2016,CONDOMINIO VIA CARDUCCI GIOSUE'  8 ,80272300155,Via CARDUCCI GIOSUE',8,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,23.8,44,22/11/16,04/01/17
19/09/16,398769/2016,ALER MILANO ,795030154,Viale MAR JONIO,3,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,4.38,106,26/07/16,08/11/16
19/09/16,398769/2016,ALER MILANO ,795030154,Viale MAR JONIO,3,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",70,106,26/07/16,08/11/16
19/09/16,425091/2016,IMMOBILIARE SAN VINCENZO S.R.L. - AMM.RE UNICO CORNALBA GIANTULIO ,8201700963,Via SAN VINCENZO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,38.08,31,22/08/16,21/09/16
20/09/16,210208/2016,IMPRESA MONETTI SRL ,8622840150,Via LONDONIO FRANCESCO,11,"Occupazioni permanenti per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,14.3,365,05/07/16,04/07/17
20/09/16,227086/2016,CONDOMINIO VIA REVERE 18 ,80175760158,Largo QUINTO ALPINI,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,17.55,114,05/10/16,26/01/17
20/09/16,227086/2016,CONDOMINIO VIA REVERE 18 ,80175760158,Largo QUINTO ALPINI,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,3.25,114,05/10/16,26/01/17
20/09/16,227086/2016,CONDOMINIO VIA REVERE 18 ,80175760158,Largo QUINTO ALPINI,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,12,114,05/10/16,26/01/17
20/09/16,227086/2016,CONDOMINIO VIA REVERE 18 ,80175760158,Via REVERE GIUSEPPE,18,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,26.65,114,05/10/16,26/01/17
20/09/16,227086/2016,CONDOMINIO VIA REVERE 18 ,80175760158,Via REVERE GIUSEPPE,18,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,7.1,114,05/10/16,26/01/17
20/09/16,321590/2016,CONDOMINIO VIA VENINI GIULIO E CORRADO 47 ,80164440150,Via VENINI GIULIO E CORRADO,47,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",21.49,90,10/10/16,07/01/17
20/09/16,321590/2016,CONDOMINIO VIA VENINI GIULIO E CORRADO 47 ,80164440150,Via VENINI GIULIO E CORRADO,47,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,16.885,90,10/10/16,07/01/17
22/09/16,238638/2016,MONASTERO S. BENEDETTO DELLE MONACHE BENEDETTINE ,3184180150,Via KRAMER ANTONIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,3.18,90,30/09/16,28/12/16
22/09/16,238638/2016,MONASTERO S. BENEDETTO DELLE MONACHE BENEDETTINE ,3184180150,Via KRAMER ANTONIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,20.67,90,30/09/16,28/12/16
22/09/16,238638/2016,MONASTERO S. BENEDETTO DELLE MONACHE BENEDETTINE ,3184180150,Via KRAMER ANTONIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,19.14,90,30/09/16,28/12/16
22/09/16,238638/2016,MONASTERO S. BENEDETTO DELLE MONACHE BENEDETTINE ,3184180150,Via BELLOTTI FELICE,10,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",121.95,90,30/09/16,28/12/16
22/09/16,238638/2016,MONASTERO S. BENEDETTO DELLE MONACHE BENEDETTINE ,3184180150,Via BELLOTTI FELICE,10,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,0.3,90,30/09/16,28/12/16
22/09/16,238638/2016,MONASTERO S. BENEDETTO DELLE MONACHE BENEDETTINE ,3184180150,Via BELLOTTI FELICE,10,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,85.305,90,30/09/16,28/12/16
22/09/16,238638/2016,MONASTERO S. BENEDETTO DELLE MONACHE BENEDETTINE ,3184180150,Via BELLOTTI FELICE,10,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,55.2,90,30/09/16,28/12/16
22/09/16,278219/2016,CONDOMINIO VIA PARINI GIUSEPPE 9 ,80271840151,Via PARINI GIUSEPPE,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",18,90,,
22/09/16,278219/2016,CONDOMINIO VIA PARINI GIUSEPPE 9 ,80271840151,Via PARINI GIUSEPPE,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,1.95,90,,
22/09/16,278219/2016,CONDOMINIO VIA PARINI GIUSEPPE 9 ,80271840151,Via PARINI GIUSEPPE,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,14.63,90,,
22/09/16,278219/2016,CONDOMINIO VIA PARINI GIUSEPPE 9 ,80271840151,Via PARINI GIUSEPPE,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",18,90,,
22/09/16,278219/2016,CONDOMINIO VIA PARINI GIUSEPPE 9 ,80271840151,Via PARINI GIUSEPPE,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,1.95,90,,
22/09/16,278219/2016,CONDOMINIO VIA PARINI GIUSEPPE 9 ,80271840151,Via PARINI GIUSEPPE,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,14.63,90,,
22/09/16,315619/2016,CONDOMINIO VIA LEPONTINA 13 ,95550740153,Via FARINI CARLO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",51.467,120,12/12/16,10/04/17
22/09/16,315619/2016,CONDOMINIO VIA LEPONTINA 13 ,95550740153,Via FARINI CARLO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,12.36,120,12/12/16,10/04/17
22/09/16,315619/2016,CONDOMINIO VIA LEPONTINA 13 ,95550740153,Via LEPONTINA,13,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",41.691,120,12/12/16,10/04/17
22/09/16,315619/2016,CONDOMINIO VIA LEPONTINA 13 ,95550740153,Via LEPONTINA,13,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,9.35,120,12/12/16,10/04/17
22/09/16,316218/2016,"CONDOMINIO VIALE MAR JONIO,7 ",95707130159,Viale MAR JONIO,7,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",27.95,75,30/09/16,13/12/16
22/09/16,330361/2016,SVILUPPO RIPAMONTI SRL  ,7176830961,Via ADAMELLO,7,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,34.58,90,20/10/16,17/01/17
22/09/16,357055/2016,CHAGALL TEAM CORPORATION SRL ,7122480960,Via FREIKOFEL,18,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",16.419,60,02/11/16,31/12/16
22/09/16,357055/2016,CHAGALL TEAM CORPORATION SRL ,7122480960,Via FREIKOFEL,18,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,4.8,60,02/11/16,31/12/16
22/09/16,360733/2016,GEMMA DURINI SRL ,3996250159,Via DURINI,20,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,4.68,46,26/10/16,10/12/16
22/09/16,360733/2016,GEMMA DURINI SRL ,3996250159,Via DURINI,20,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,11.2,46,26/10/16,10/12/16
22/09/16,360733/2016,GEMMA DURINI SRL ,3996250159,Via DURINI,20,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,9.6,46,26/10/16,10/12/16
22/09/16,360733/2016,GEMMA DURINI SRL ,3996250159,Via DURINI,20,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,3.7,46,26/10/16,10/12/16
22/09/16,388167/2016,CONDOMINIO DI PIAZZA CONCILIAZIONE 5 ,95670050152,Piazza CONCILIAZIONE,5,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,17.28,60,17/10/16,15/12/16
26/09/16,335313/2016,CONDOMINIO PIAZZA CANEVA CARLO 7 ,80285980159,Piazza CANEVA CARLO,7,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,5.915,90,13/10/16,10/01/17
26/09/16,335313/2016,CONDOMINIO PIAZZA CANEVA CARLO 7 ,80285980159,Via CENISIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,5.2,90,13/10/16,10/01/17
26/09/16,335313/2016,CONDOMINIO PIAZZA CANEVA CARLO 7 ,80285980159,Via CENISIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,9.6,90,13/10/16,10/01/17
26/09/16,335313/2016,CONDOMINIO PIAZZA CANEVA CARLO 7 ,80285980159,Via BIONDI EZIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,4.875,90,13/10/16,10/01/17
26/09/16,335313/2016,CONDOMINIO PIAZZA CANEVA CARLO 7 ,80285980159,Via BIONDI EZIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,12,90,13/10/16,10/01/17
26/09/16,335313/2016,CONDOMINIO PIAZZA CANEVA CARLO 7 ,80285980159,Via BIONDI EZIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,5.915,90,13/10/16,10/01/17
26/09/16,362342/2016,ITALIANA COSTRUZIONI SPA  ,3798481002,Via BORDONI ANTONIO,8,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,37.8,300,07/10/16,02/08/17
26/09/16,362342/2016,ITALIANA COSTRUZIONI SPA  ,3798481002,Via BORDONI ANTONIO,8,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,16.8,300,07/10/16,02/08/17
26/09/16,404956/2016,FONDAZIONE TEATRO ALLA SCALA DI MILANO ,937610152,Via VERDI GIUSEPPE,3,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,116,80,13/08/16,31/10/16
26/09/16,404956/2016,FONDAZIONE TEATRO ALLA SCALA DI MILANO ,937610152,Via VERDI GIUSEPPE,3,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,54.898,80,13/08/16,31/10/16
26/09/16,415680/2016,PRELIOS SGR SPA ,13465930157,Via BORGOSPESSO,19,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,17.4,76,17/08/16,31/10/16
27/09/16,320208/2016,CONDOMINIO PIAZZALE SUSA 1 ,97453390151,Piazzale SUSA,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",45.555,114,06/10/16,27/01/17
27/09/16,320208/2016,CONDOMINIO PIAZZALE SUSA 1 ,97453390151,Piazzale SUSA,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,19.14,114,06/10/16,27/01/17
27/09/16,320208/2016,CONDOMINIO PIAZZALE SUSA 1 ,97453390151,Via GOZZI GASPARE,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",24.675,114,06/10/16,27/01/17
27/09/16,327194/2016,"CONDOMINIO DI VIA F.LLI LORENZETTI,4-6 ",80138940152,Via F.LLI LORENZETTI,4,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",18.2,120,,
27/09/16,327194/2016,"CONDOMINIO DI VIA F.LLI LORENZETTI,4-6 ",80138940152,Via F.LLI LORENZETTI,4,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,4.5,120,,
27/09/16,327194/2016,"CONDOMINIO DI VIA F.LLI LORENZETTI,4-6 ",80138940152,Via F.LLI LORENZETTI,4,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",22.1,120,,
27/09/16,327194/2016,"CONDOMINIO DI VIA F.LLI LORENZETTI,4-6 ",80138940152,Via F.LLI LORENZETTI,4,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,8,120,,
27/09/16,381738/2016,ROGARO SECONDA SRL ,3483940155,Via FARA GUSTAVO,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio alla base,15.688,60,02/08/16,30/09/16
27/09/16,381738/2016,ROGARO SECONDA SRL ,3483940155,Via FARA GUSTAVO,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,13.215,60,02/08/16,30/09/16
27/09/16,381738/2016,ROGARO SECONDA SRL ,3483940155,Via FARA GUSTAVO,9,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio a sbalzo,0.576,60,02/08/16,30/09/16
27/09/16,384490/2016,KUWAIT PETROLEUM ITALIA SPA ,891951006,Via MANGONE FABIO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,41.325,154,05/08/16,05/01/17
27/09/16,384490/2016,KUWAIT PETROLEUM ITALIA SPA ,891951006,Viale PAPINIANO,53,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,29.4,154,05/08/16,05/01/17
27/09/16,384490/2016,KUWAIT PETROLEUM ITALIA SPA ,891951006,Viale PAPINIANO,53,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,24.974,154,05/08/16,05/01/17
27/09/16,396335/2016,FERNANDA SARACENI & C. SNC ,6290580155,Via POMA CARLO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata + ponteggio,31.92,117,06/09/16,31/12/16
27/09/16,396335/2016,FERNANDA SARACENI & C. SNC ,6290580155,Via POMA CARLO,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,6.96,117,06/09/16,31/12/16
27/09/16,398754/2016,CONDOMINIO PIAZZA TOMMASEO 2/A ,95600890156,Piazza TOMMASEO NICOLO',2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,27,90,06/09/16,04/12/16
27/09/16,398754/2016,CONDOMINIO PIAZZA TOMMASEO 2/A ,95600890156,Piazza TOMMASEO NICOLO',2,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,3.96,90,06/09/16,04/12/16
27/09/16,398908/2016,REAM SGR SPA - PROCURATORE FABRIZIO RAVICINO  ,8252031003,Via DELLA POSTA,0,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,30,124,30/07/16,30/11/16
27/09/16,408462/2016,S.A.L.C. SPA ,1864090673,Via MENOTTI CIRO,14,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,19.2,93,24/08/16,24/11/16
27/09/16,415517/2016,COOP.SOLIDARNOSC PROCACCINI ,3274230154,Via PROCACCINI GIULIO CESARE,1,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,152,30,01/09/16,30/09/16
27/09/16,417002/2016,GRM SVILUPPO SRL ,8699520964,Via AMPERE ANDREA MARIA,56,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Cesata,38.23,60,19/08/16,17/10/16
29/09/16,218099/2016,IMMOBILIARE STELLA ALPINA SRL ,,Via CAGLIARI,5,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili",Ponteggio,19.6,180,06/10/16,03/04/17
29/09/16,358229/2016,CONDOMINIO VIA ANFOSSI 13 ,95588710152,Via ANFOSSI AUGUSTO,13,"Occupazioni temporanee per attività edilizia, per la posa di gru e simili","Ponteggio transitabile mt. 1,00",23.465,62,10/10/16,10/12/16
